Date,Manufacturer,Category,Registrations
2024-04-05,Mahindra,4W,180
2024-04-06,Hyundai,4W,183
2024-04-06,Bajaj,2W,366
2024-04-06,Kia,4W,204
2024-04-06,Hero,2W,368
2024-04-06,TVS,2W,366
2024-04-06,Toyota,4W,216
2024-04-06,Tata,4W,182
2024-04-06,Mahindra,4W,185
2024-04-07,Kia,4W,206
2024-04-07,TVS,2W,342
2024-04-07,Mahindra,4W,214
2024-04-07,Hyundai,4W,216
2024-04-07,Toyota,4W,194
2024-04-07,Maruti,4W,199
2024-04-07,Bajaj,2W,356
2024-04-07,Honda,4W,211
2024-04-07,Tata,4W,184
2024-04-07,Hero,2W,343
2024-04-08,Maruti,4W,180
2024-04-08,Hero,2W,345
2024-04-08,Bajaj,2W,363
2024-04-08,Honda,4W,188
2024-04-08,Mahindra,4W,200
2024-04-08,Kia,4W,199
2024-04-08,Hyundai,4W,193
2024-04-08,Toyota,4W,213
2024-04-09,Hyundai,4W,196
2024-04-09,Toyota,4W,199
2024-04-09,Maruti,4W,186
2024-04-09,Tata,4W,212
2024-04-09,Hero,2W,338
2024-04-09,Honda,4W,202
2024-04-09,Mahindra,4W,218
2024-04-09,Bajaj,2W,352
2024-04-09,TVS,2W,360
2024-04-09,Kia,4W,211
2024-04-10,Toyota,4W,201
2024-04-10,Kia,4W,200
2024-04-10,Mahindra,4W,196
2024-04-10,Honda,4W,218
2024-04-10,Hyundai,4W,217
2024-04-10,Maruti,4W,198
2024-04-10,TVS,2W,341
2024-04-10,Tata,4W,179
2024-04-10,Hero,2W,332
2024-04-10,Bajaj,2W,352
2024-04-11,Toyota,4W,216
2024-04-11,Maruti,4W,213
2024-04-11,Kia,4W,214
2024-04-11,Honda,4W,188
2024-04-11,Tata,4W,208
2024-04-11,Hero,2W,366
2024-04-11,Bajaj,2W,357
2024-04-11,TVS,2W,367
2024-04-12,Toyota,4W,188
2024-04-12,Hyundai,4W,206
2024-04-12,Maruti,4W,211
2024-04-12,Honda,4W,199
2024-04-12,Bajaj,2W,341
2024-04-12,Tata,4W,201
2024-04-13,Maruti,4W,185
2024-04-13,Hero,2W,357
2024-04-13,Toyota,4W,204
2024-04-13,Bajaj,2W,334
2024-04-13,Tata,4W,204
2024-04-13,Hyundai,4W,202
2024-04-13,Kia,4W,192
2024-04-14,Hero,2W,357
2024-04-14,Bajaj,2W,337
2024-04-14,Maruti,4W,211
2024-04-14,TVS,2W,340
2024-04-14,Kia,4W,206
2024-04-15,Mahindra,4W,180
2024-04-15,Hyundai,4W,217
2024-04-15,Tata,4W,210
2024-04-15,Maruti,4W,209
2024-04-15,Toyota,4W,184
2024-04-15,Hero,2W,346
2024-04-15,Kia,4W,211
2024-04-15,Honda,4W,191
2024-04-15,TVS,2W,346
2024-04-15,Bajaj,2W,353
2024-04-16,Hyundai,4W,206
2024-04-16,Honda,4W,182
2024-04-16,Kia,4W,207
2024-04-16,TVS,2W,335
2024-04-16,Hero,2W,339
2024-04-17,Hero,2W,353
2024-04-17,Honda,4W,191
2024-04-17,Kia,4W,210
2024-04-17,Toyota,4W,198
2024-04-17,Maruti,4W,216
2024-04-17,Mahindra,4W,199
2024-04-18,Kia,4W,185
2024-04-18,Hyundai,4W,200
2024-04-18,Bajaj,2W,347
2024-04-18,Hero,2W,342
2024-04-18,Honda,4W,201
2024-04-18,TVS,2W,352
2024-04-18,Toyota,4W,185
2024-04-19,Bajaj,2W,366
2024-04-19,Tata,4W,191
2024-04-19,Hyundai,4W,182
2024-04-19,Honda,4W,203
2024-04-19,Toyota,4W,214
2024-04-20,TVS,2W,347
2024-04-20,Bajaj,2W,364
2024-04-20,Maruti,4W,197
2024-04-20,Honda,4W,214
2024-04-20,Mahindra,4W,216
2024-04-20,Toyota,4W,191
2024-04-20,Hero,2W,344
2024-04-20,Tata,4W,205
2024-04-21,Mahindra,4W,213
2024-04-21,Toyota,4W,187
2024-04-21,TVS,2W,336
2024-04-21,Honda,4W,195
2024-04-21,Hero,2W,334
2024-04-21,Hyundai,4W,176
2024-04-21,Tata,4W,178
2024-04-21,Bajaj,2W,346
2024-04-21,Maruti,4W,198
2024-04-21,Kia,4W,184
2024-04-22,Hero,2W,352
2024-04-22,Maruti,4W,214
2024-04-22,Kia,4W,211
2024-04-22,Hyundai,4W,187
2024-04-22,TVS,2W,352
2024-04-22,Mahindra,4W,209
2024-04-22,Toyota,4W,208
2024-04-22,Bajaj,2W,353
2024-04-22,Honda,4W,206
2024-04-22,Tata,4W,207
2024-04-23,Bajaj,2W,334
2024-04-23,Toyota,4W,190
2024-04-23,TVS,2W,338
2024-04-23,Maruti,4W,197
2024-04-23,Kia,4W,191
2024-04-23,Hyundai,4W,207
2024-04-24,Maruti,4W,180
2024-04-24,Bajaj,2W,344
2024-04-24,Hero,2W,355
2024-04-24,Honda,4W,207
2024-04-24,Tata,4W,181
2024-04-24,Kia,4W,182
2024-04-25,Toyota,4W,212
2024-04-25,Tata,4W,209
2024-04-25,Bajaj,2W,363
2024-04-25,Hero,2W,354
2024-04-25,TVS,2W,330
2024-04-26,Mahindra,4W,196
2024-04-26,Hero,2W,352
2024-04-26,Bajaj,2W,354
2024-04-26,Honda,4W,210
2024-04-26,Toyota,4W,176
2024-04-26,Maruti,4W,210
2024-04-26,Hyundai,4W,182
2024-04-26,TVS,2W,333
2024-04-27,TVS,2W,337
2024-04-27,Mahindra,4W,202
2024-04-27,Hero,2W,342
2024-04-27,Toyota,4W,200
2024-04-27,Kia,4W,182
2024-04-27,Tata,4W,210
2024-04-27,Bajaj,2W,360
2024-04-27,Honda,4W,201
2024-04-27,Hyundai,4W,197
2024-04-27,Maruti,4W,201
2024-04-28,Kia,4W,190
2024-04-28,Hero,2W,345
2024-04-28,Honda,4W,195
2024-04-28,Toyota,4W,185
2024-04-28,Bajaj,2W,341
2024-04-28,TVS,2W,338
2024-04-28,Tata,4W,210
2024-04-28,Maruti,4W,189
2024-04-29,Hero,2W,324
2024-04-29,TVS,2W,352
2024-04-29,Toyota,4W,174
2024-04-29,Kia,4W,181
2024-04-29,Tata,4W,189
2024-04-29,Honda,4W,201
2024-04-29,Maruti,4W,195
2024-04-29,Bajaj,2W,341
2024-04-29,Mahindra,4W,195
2024-04-30,Mahindra,4W,182
2024-04-30,Maruti,4W,179
2024-04-30,Toyota,4W,209
2024-04-30,Hero,2W,337
2024-04-30,Honda,4W,196
2024-05-01,Honda,4W,182
2024-05-01,Mahindra,4W,181
2024-05-01,Bajaj,2W,344
2024-05-01,Tata,4W,195
2024-05-01,Hero,2W,329
2024-05-01,Hyundai,4W,181
2024-05-02,Bajaj,2W,360
2024-05-02,Hyundai,4W,211
2024-05-02,Kia,4W,178
2024-05-02,Toyota,4W,177
2024-05-02,TVS,2W,346
2024-05-02,Tata,4W,184
2024-05-02,Honda,4W,210
2024-05-03,Mahindra,4W,173
2024-05-03,Tata,4W,173
2024-05-03,Honda,4W,198
2024-05-03,Kia,4W,185
2024-05-03,Bajaj,2W,360
2024-05-03,Hyundai,4W,183
2024-05-03,Toyota,4W,203
2024-05-03,Hero,2W,349
2024-05-03,TVS,2W,349
2024-05-03,Maruti,4W,196
2024-05-04,Kia,4W,175
2024-05-04,Bajaj,2W,339
2024-05-04,Hero,2W,359
2024-05-04,Honda,4W,204
2024-05-04,Toyota,4W,205
2024-05-04,Maruti,4W,186
2024-05-04,Tata,4W,210
2024-05-04,Hyundai,4W,209
2024-05-05,TVS,2W,334
2024-05-05,Tata,4W,195
2024-05-05,Kia,4W,206
2024-05-05,Mahindra,4W,174
2024-05-05,Honda,4W,185
2024-05-05,Maruti,4W,202
2024-05-05,Hero,2W,338
2024-05-06,Bajaj,2W,353
2024-05-06,Toyota,4W,197
2024-05-06,Tata,4W,196
2024-05-06,Honda,4W,209
2024-05-06,Hero,2W,320
2024-05-06,Mahindra,4W,202
2024-05-06,Kia,4W,173
2024-05-06,Hyundai,4W,176
2024-05-06,Maruti,4W,178
2024-05-06,TVS,2W,335
2024-05-07,Mahindra,4W,193
2024-05-07,Bajaj,2W,330
2024-05-07,Kia,4W,186
2024-05-07,Hero,2W,356
2024-05-07,Toyota,4W,182
2024-05-07,Maruti,4W,196
2024-05-07,TVS,2W,339
2024-05-07,Tata,4W,202
2024-05-07,Honda,4W,201
2024-05-08,Bajaj,2W,340
2024-05-08,Hyundai,4W,178
2024-05-08,TVS,2W,328
2024-05-08,Kia,4W,197
2024-05-08,Maruti,4W,184
2024-05-08,Honda,4W,169
2024-05-08,Mahindra,4W,185
2024-05-08,Toyota,4W,198
2024-05-08,Tata,4W,194
2024-05-09,TVS,2W,337
2024-05-09,Hyundai,4W,175
2024-05-09,Mahindra,4W,185
2024-05-09,Honda,4W,169
2024-05-09,Hero,2W,355
2024-05-09,Toyota,4W,174
2024-05-09,Maruti,4W,194
2024-05-09,Bajaj,2W,320
2024-05-09,Kia,4W,200
2024-05-10,Hero,2W,332
2024-05-10,Maruti,4W,183
2024-05-10,TVS,2W,337
2024-05-10,Hyundai,4W,180
2024-05-10,Tata,4W,198
2024-05-11,Honda,4W,187
2024-05-11,Toyota,4W,188
2024-05-11,Mahindra,4W,177
2024-05-11,Kia,4W,189
2024-05-11,Hyundai,4W,196
2024-05-11,Maruti,4W,176
2024-05-12,Mahindra,4W,205
2024-05-12,Bajaj,2W,321
2024-05-12,Toyota,4W,188
2024-05-12,Honda,4W,192
2024-05-12,Hyundai,4W,172
2024-05-12,TVS,2W,348
2024-05-12,Maruti,4W,177
2024-05-12,Tata,4W,176
2024-05-12,Hero,2W,355
2024-05-13,Bajaj,2W,351
2024-05-13,Maruti,4W,201
2024-05-13,Honda,4W,188
2024-05-13,Hero,2W,353
2024-05-13,Kia,4W,188
2024-05-13,Mahindra,4W,177
2024-05-14,Tata,4W,169
2024-05-14,Maruti,4W,185
2024-05-14,TVS,2W,324
2024-05-14,Honda,4W,181
2024-05-14,Toyota,4W,191
2024-05-14,Hyundai,4W,203
2024-05-14,Mahindra,4W,190
2024-05-15,Hyundai,4W,180
2024-05-15,Maruti,4W,178
2024-05-15,Mahindra,4W,173
2024-05-15,Hero,2W,321
2024-05-15,Honda,4W,178
2024-05-15,Tata,4W,170
2024-05-15,Kia,4W,185
2024-05-15,Toyota,4W,179
2024-05-16,Mahindra,4W,186
2024-05-16,Toyota,4W,184
2024-05-16,Kia,4W,180
2024-05-16,Tata,4W,171
2024-05-16,Honda,4W,171
2024-05-16,Bajaj,2W,316
2024-05-16,Maruti,4W,178
2024-05-16,TVS,2W,345
2024-05-17,Toyota,4W,195
2024-05-17,Hyundai,4W,199
2024-05-17,Mahindra,4W,178
2024-05-17,Maruti,4W,182
2024-05-17,Hero,2W,335
2024-05-17,Honda,4W,197
2024-05-18,Kia,4W,195
2024-05-18,Toyota,4W,177
2024-05-18,Tata,4W,179
2024-05-18,Honda,4W,181
2024-05-18,TVS,2W,329
2024-05-19,Mahindra,4W,197
2024-05-19,Hero,2W,318
2024-05-19,Maruti,4W,176
2024-05-19,Toyota,4W,166
2024-05-19,Tata,4W,180
2024-05-20,Maruti,4W,165
2024-05-20,Hyundai,4W,194
2024-05-20,Kia,4W,163
2024-05-20,Hero,2W,324
2024-05-20,Honda,4W,191
2024-05-20,TVS,2W,345
2024-05-20,Bajaj,2W,341
2024-05-20,Toyota,4W,185
2024-05-20,Mahindra,4W,194
2024-05-21,Bajaj,2W,334
2024-05-21,Toyota,4W,165
2024-05-21,Kia,4W,199
2024-05-21,Mahindra,4W,165
2024-05-21,Hero,2W,316
2024-05-22,Hyundai,4W,174
2024-05-22,Maruti,4W,168
2024-05-22,Mahindra,4W,185
2024-05-22,Toyota,4W,178
2024-05-22,Tata,4W,178
2024-05-23,Hero,2W,344
2024-05-23,Kia,4W,182
2024-05-23,Maruti,4W,192
2024-05-23,Tata,4W,197
2024-05-23,TVS,2W,344
2024-05-23,Bajaj,2W,345
2024-05-24,TVS,2W,345
2024-05-24,Bajaj,2W,341
2024-05-24,Toyota,4W,168
2024-05-24,Maruti,4W,170
2024-05-24,Hyundai,4W,182
2024-05-24,Kia,4W,170
2024-05-24,Hero,2W,311
2024-05-24,Tata,4W,162
2024-05-24,Honda,4W,170
2024-05-25,Hyundai,4W,163
2024-05-25,Honda,4W,168
2024-05-25,Toyota,4W,192
2024-05-25,Kia,4W,194
2024-05-25,TVS,2W,310
2024-05-25,Maruti,4W,176
2024-05-26,Maruti,4W,185
2024-05-26,Toyota,4W,167
2024-05-26,Hero,2W,329
2024-05-26,Bajaj,2W,324
2024-05-26,Honda,4W,179
2024-05-26,TVS,2W,326
2024-05-26,Hyundai,4W,174
2024-05-26,Mahindra,4W,181
2024-05-26,Kia,4W,193
2024-05-27,Maruti,4W,165
2024-05-27,Tata,4W,177
2024-05-27,Kia,4W,168
2024-05-27,Honda,4W,186
2024-05-27,Hyundai,4W,187
2024-05-27,Toyota,4W,196
2024-05-28,Hero,2W,315
2024-05-28,Hyundai,4W,171
2024-05-28,Mahindra,4W,192
2024-05-28,Tata,4W,163
2024-05-28,Honda,4W,188
2024-05-28,Toyota,4W,164
2024-05-28,Kia,4W,171
2024-05-28,Maruti,4W,193
2024-05-29,TVS,2W,336
2024-05-29,Kia,4W,166
2024-05-29,Hyundai,4W,170
2024-05-29,Bajaj,2W,315
2024-05-29,Mahindra,4W,178
2024-05-29,Maruti,4W,158
2024-05-29,Hero,2W,308
2024-05-30,Honda,4W,164
2024-05-30,TVS,2W,325
2024-05-30,Tata,4W,183
2024-05-30,Maruti,4W,186
2024-05-30,Hero,2W,314
2024-05-30,Toyota,4W,167
2024-05-31,Kia,4W,158
2024-05-31,Hyundai,4W,155
2024-05-31,Toyota,4W,169
2024-05-31,TVS,2W,337
2024-05-31,Tata,4W,160
2024-05-31,Hero,2W,311
2024-06-01,Hero,2W,331
2024-06-01,TVS,2W,317
2024-06-01,Toyota,4W,175
2024-06-01,Bajaj,2W,333
2024-06-01,Mahindra,4W,173
2024-06-01,Hyundai,4W,180
2024-06-01,Kia,4W,191
2024-06-02,Bajaj,2W,339
2024-06-02,Toyota,4W,153
2024-06-02,Tata,4W,167
2024-06-02,Hyundai,4W,184
2024-06-02,Maruti,4W,160
2024-06-02,Kia,4W,185
2024-06-02,Honda,4W,170
2024-06-03,Mahindra,4W,191
2024-06-03,Tata,4W,156
2024-06-03,TVS,2W,335
2024-06-03,Bajaj,2W,325
2024-06-03,Toyota,4W,168
2024-06-03,Hero,2W,332
2024-06-03,Honda,4W,158
2024-06-03,Hyundai,4W,168
2024-06-03,Kia,4W,179
2024-06-04,TVS,2W,339
2024-06-04,Tata,4W,153
2024-06-04,Mahindra,4W,178
2024-06-04,Bajaj,2W,333
2024-06-04,Maruti,4W,172
2024-06-04,Hero,2W,305
2024-06-04,Hyundai,4W,170
2024-06-04,Honda,4W,153
2024-06-04,Kia,4W,177
2024-06-04,Toyota,4W,185
2024-06-05,Toyota,4W,185
2024-06-05,Bajaj,2W,313
2024-06-05,Hero,2W,315
2024-06-05,Honda,4W,159
2024-06-05,Kia,4W,173
2024-06-05,Maruti,4W,186
2024-06-05,Tata,4W,190
2024-06-05,TVS,2W,303
2024-06-05,Hyundai,4W,184
2024-06-05,Mahindra,4W,169
2024-06-06,TVS,2W,314
2024-06-06,Tata,4W,152
2024-06-06,Hyundai,4W,164
2024-06-06,Toyota,4W,173
2024-06-06,Mahindra,4W,157
2024-06-06,Bajaj,2W,304
2024-06-06,Kia,4W,153
2024-06-06,Maruti,4W,163
2024-06-07,Hyundai,4W,159
2024-06-07,Mahindra,4W,151
2024-06-07,TVS,2W,326
2024-06-07,Kia,4W,158
2024-06-07,Tata,4W,181
2024-06-07,Bajaj,2W,314
2024-06-07,Maruti,4W,158
2024-06-07,Honda,4W,181
2024-06-08,TVS,2W,313
2024-06-08,Hyundai,4W,179
2024-06-08,Honda,4W,184
2024-06-08,Toyota,4W,183
2024-06-08,Bajaj,2W,318
2024-06-08,Hero,2W,309
2024-06-08,Maruti,4W,168
2024-06-08,Mahindra,4W,168
2024-06-09,Tata,4W,169
2024-06-09,Honda,4W,181
2024-06-09,Bajaj,2W,308
2024-06-09,TVS,2W,300
2024-06-09,Hyundai,4W,153
2024-06-09,Mahindra,4W,153
2024-06-09,Hero,2W,317
2024-06-10,Kia,4W,160
2024-06-10,Tata,4W,183
2024-06-10,Toyota,4W,178
2024-06-10,Maruti,4W,180
2024-06-10,Mahindra,4W,168
2024-06-10,Honda,4W,177
2024-06-10,TVS,2W,303
2024-06-10,Bajaj,2W,317
2024-06-10,Hero,2W,312
2024-06-11,Mahindra,4W,149
2024-06-11,TVS,2W,331
2024-06-11,Maruti,4W,168
2024-06-11,Toyota,4W,160
2024-06-11,Bajaj,2W,298
2024-06-11,Kia,4W,177
2024-06-11,Honda,4W,155
2024-06-11,Hero,2W,335
2024-06-12,TVS,2W,306
2024-06-12,Hero,2W,304
2024-06-12,Honda,4W,175
2024-06-12,Mahindra,4W,155
2024-06-12,Bajaj,2W,310
2024-06-12,Hyundai,4W,153
2024-06-12,Tata,4W,158
2024-06-12,Kia,4W,163
2024-06-12,Maruti,4W,175
2024-06-12,Toyota,4W,153
2024-06-13,Mahindra,4W,147
2024-06-13,Maruti,4W,180
2024-06-13,Hero,2W,301
2024-06-13,TVS,2W,294
2024-06-13,Bajaj,2W,321
2024-06-13,Tata,4W,149
2024-06-13,Hyundai,4W,179
2024-06-13,Toyota,4W,154
2024-06-14,Tata,4W,144
2024-06-14,Bajaj,2W,315
2024-06-14,Kia,4W,161
2024-06-14,Maruti,4W,148
2024-06-14,Toyota,4W,174
2024-06-14,Mahindra,4W,149
2024-06-14,TVS,2W,320
2024-06-14,Honda,4W,168
2024-06-14,Hero,2W,322
2024-06-15,Honda,4W,165
2024-06-15,Bajaj,2W,319
2024-06-15,Maruti,4W,159
2024-06-15,Tata,4W,163
2024-06-15,TVS,2W,332
2024-06-15,Hyundai,4W,173
2024-06-15,Hero,2W,295
2024-06-15,Mahindra,4W,159
2024-06-16,Bajaj,2W,320
2024-06-16,Kia,4W,164
2024-06-16,Tata,4W,173
2024-06-16,Maruti,4W,151
2024-06-16,TVS,2W,318
2024-06-16,Hero,2W,292
2024-06-16,Mahindra,4W,180
2024-06-16,Toyota,4W,170
2024-06-16,Honda,4W,144
2024-06-17,Mahindra,4W,168
2024-06-17,TVS,2W,309
2024-06-17,Maruti,4W,168
2024-06-17,Hero,2W,317
2024-06-17,Honda,4W,153
2024-06-17,Bajaj,2W,328
2024-06-17,Tata,4W,161
2024-06-18,Hyundai,4W,169
2024-06-18,Mahindra,4W,160
2024-06-18,Honda,4W,140
2024-06-18,Bajaj,2W,314
2024-06-18,Kia,4W,171
2024-06-18,Hero,2W,297
2024-06-18,Tata,4W,144
2024-06-19,Toyota,4W,174
2024-06-19,Bajaj,2W,315
2024-06-19,Hyundai,4W,151
2024-06-19,Kia,4W,152
2024-06-19,Honda,4W,175
2024-06-19,Mahindra,4W,168
2024-06-19,TVS,2W,327
2024-06-19,Maruti,4W,151
2024-06-19,Hero,2W,304
2024-06-19,Tata,4W,145
2024-06-20,Toyota,4W,157
2024-06-20,Maruti,4W,169
2024-06-20,Hero,2W,325
2024-06-20,Kia,4W,177
2024-06-20,Hyundai,4W,169
2024-06-20,Bajaj,2W,313
2024-06-20,Mahindra,4W,176
2024-06-21,Hero,2W,289
2024-06-21,Kia,4W,177
2024-06-21,Maruti,4W,155
2024-06-21,Bajaj,2W,310
2024-06-21,Tata,4W,150
2024-06-21,Toyota,4W,146
2024-06-21,Mahindra,4W,144
2024-06-21,Honda,4W,138
2024-06-22,Toyota,4W,144
2024-06-22,Kia,4W,164
2024-06-22,Honda,4W,157
2024-06-22,Maruti,4W,159
2024-06-22,Bajaj,2W,318
2024-06-22,Tata,4W,144
2024-06-23,Honda,4W,162
2024-06-23,Kia,4W,152
2024-06-23,Toyota,4W,175
2024-06-23,Mahindra,4W,137
2024-06-23,Bajaj,2W,316
2024-06-23,Tata,4W,172
2024-06-23,Hyundai,4W,169
2024-06-23,Maruti,4W,169
2024-06-23,TVS,2W,288
2024-06-24,Hyundai,4W,162
2024-06-24,Bajaj,2W,310
2024-06-24,Honda,4W,142
2024-06-24,Hero,2W,318
2024-06-24,Mahindra,4W,152
2024-06-25,Hyundai,4W,160
2024-06-25,Maruti,4W,136
2024-06-25,Kia,4W,145
2024-06-25,Honda,4W,163
2024-06-25,Tata,4W,142
2024-06-25,Bajaj,2W,320
2024-06-25,Toyota,4W,134
2024-06-26,Hyundai,4W,159
2024-06-26,TVS,2W,313
2024-06-26,Kia,4W,171
2024-06-26,Bajaj,2W,290
2024-06-26,Toyota,4W,162
2024-06-26,Tata,4W,150
2024-06-27,Mahindra,4W,158
2024-06-27,Hero,2W,290
2024-06-27,Kia,4W,148
2024-06-27,Hyundai,4W,170
2024-06-27,Maruti,4W,142
2024-06-27,TVS,2W,319
2024-06-27,Bajaj,2W,308
2024-06-27,Honda,4W,160
2024-06-28,Bajaj,2W,283
2024-06-28,Honda,4W,133
2024-06-28,Hyundai,4W,148
2024-06-28,TVS,2W,291
2024-06-28,Kia,4W,149
2024-06-28,Tata,4W,153
2024-06-28,Hero,2W,300
2024-06-28,Toyota,4W,132
2024-06-29,Kia,4W,152
2024-06-29,Hero,2W,303
2024-06-29,Honda,4W,153
2024-06-29,Maruti,4W,145
2024-06-29,Tata,4W,156
2024-06-29,Hyundai,4W,133
2024-06-29,Toyota,4W,153
2024-06-29,TVS,2W,300
2024-06-29,Bajaj,2W,320
2024-06-30,TVS,2W,284
2024-06-30,Toyota,4W,168
2024-06-30,Kia,4W,138
2024-06-30,Mahindra,4W,136
2024-06-30,Tata,4W,149
2024-07-01,Tata,4W,156
2024-07-01,Hyundai,4W,136
2024-07-01,Bajaj,2W,288
2024-07-01,Kia,4W,164
2024-07-01,Honda,4W,141
2024-07-01,Maruti,4W,150
2024-07-02,Hero,2W,311
2024-07-02,TVS,2W,282
2024-07-02,Honda,4W,132
2024-07-02,Bajaj,2W,307
2024-07-02,Hyundai,4W,165
2024-07-02,Mahindra,4W,148
2024-07-02,Tata,4W,151
2024-07-03,Tata,4W,154
2024-07-03,Honda,4W,149
2024-07-03,Kia,4W,132
2024-07-03,Mahindra,4W,161
2024-07-03,TVS,2W,316
2024-07-03,Toyota,4W,130
2024-07-03,Hero,2W,294
2024-07-03,Bajaj,2W,301
2024-07-03,Maruti,4W,151
2024-07-04,Mahindra,4W,149
2024-07-04,TVS,2W,315
2024-07-04,Toyota,4W,135
2024-07-04,Maruti,4W,163
2024-07-04,Hyundai,4W,166
2024-07-04,Kia,4W,140
2024-07-04,Tata,4W,130
2024-07-05,Tata,4W,157
2024-07-05,TVS,2W,293
2024-07-05,Kia,4W,149
2024-07-05,Toyota,4W,139
2024-07-05,Bajaj,2W,286
2024-07-05,Hero,2W,292
2024-07-05,Honda,4W,132
2024-07-05,Mahindra,4W,137
2024-07-06,Honda,4W,142
2024-07-06,Bajaj,2W,282
2024-07-06,Hyundai,4W,153
2024-07-06,Toyota,4W,163
2024-07-06,Hero,2W,288
2024-07-06,Maruti,4W,142
2024-07-07,Maruti,4W,154
2024-07-07,TVS,2W,294
2024-07-07,Toyota,4W,153
2024-07-07,Bajaj,2W,303
2024-07-07,Hyundai,4W,147
2024-07-07,Tata,4W,145
2024-07-07,Mahindra,4W,134
2024-07-07,Honda,4W,136
2024-07-08,Hero,2W,288
2024-07-08,TVS,2W,309
2024-07-08,Mahindra,4W,145
2024-07-08,Bajaj,2W,305
2024-07-08,Kia,4W,156
2024-07-08,Honda,4W,162
2024-07-08,Toyota,4W,146
2024-07-08,Hyundai,4W,125
2024-07-08,Maruti,4W,125
2024-07-08,Tata,4W,161
2024-07-09,Hyundai,4W,158
2024-07-09,Toyota,4W,145
2024-07-09,Maruti,4W,138
2024-07-09,Bajaj,2W,303
2024-07-09,Kia,4W,156
2024-07-09,TVS,2W,273
2024-07-09,Hero,2W,290
2024-07-10,Kia,4W,127
2024-07-10,Tata,4W,129
2024-07-10,Hyundai,4W,155
2024-07-10,Mahindra,4W,153
2024-07-10,Toyota,4W,125
2024-07-10,Maruti,4W,160
2024-07-11,Toyota,4W,133
2024-07-11,Kia,4W,122
2024-07-11,Bajaj,2W,296
2024-07-11,Tata,4W,137
2024-07-11,Mahindra,4W,126
2024-07-11,Maruti,4W,140
2024-07-11,Hyundai,4W,125
2024-07-11,Honda,4W,127
2024-07-12,Toyota,4W,129
2024-07-12,Tata,4W,135
2024-07-12,Hyundai,4W,157
2024-07-12,Mahindra,4W,140
2024-07-12,Kia,4W,128
2024-07-12,TVS,2W,302
2024-07-13,Honda,4W,122
2024-07-13,Toyota,4W,120
2024-07-13,Maruti,4W,134
2024-07-13,Hero,2W,290
2024-07-13,Mahindra,4W,150
2024-07-13,Hyundai,4W,126
2024-07-13,Kia,4W,136
2024-07-13,Tata,4W,138
2024-07-13,TVS,2W,308
2024-07-14,Honda,4W,153
2024-07-14,Bajaj,2W,296
2024-07-14,Mahindra,4W,148
2024-07-14,Toyota,4W,144
2024-07-14,Hero,2W,275
2024-07-14,Kia,4W,157
2024-07-14,Maruti,4W,149
2024-07-14,Hyundai,4W,123
2024-07-15,TVS,2W,289
2024-07-15,Hero,2W,275
2024-07-15,Maruti,4W,132
2024-07-15,Tata,4W,122
2024-07-15,Bajaj,2W,271
2024-07-15,Kia,4W,128
2024-07-15,Honda,4W,135
2024-07-16,Mahindra,4W,129
2024-07-16,Bajaj,2W,302
2024-07-16,Hyundai,4W,143
2024-07-16,Hero,2W,275
2024-07-16,Tata,4W,121
2024-07-16,TVS,2W,288
2024-07-17,Bajaj,2W,300
2024-07-17,Honda,4W,137
2024-07-17,Maruti,4W,139
2024-07-17,Hero,2W,304
2024-07-17,TVS,2W,295
2024-07-17,Hyundai,4W,147
2024-07-17,Mahindra,4W,146
2024-07-18,Maruti,4W,147
2024-07-18,TVS,2W,298
2024-07-18,Tata,4W,151
2024-07-18,Toyota,4W,143
2024-07-18,Kia,4W,131
2024-07-19,Mahindra,4W,126
2024-07-19,Bajaj,2W,302
2024-07-19,Kia,4W,142
2024-07-19,Hyundai,4W,131
2024-07-19,Maruti,4W,115
2024-07-19,Toyota,4W,146
2024-07-20,Kia,4W,123
2024-07-20,Maruti,4W,149
2024-07-20,Mahindra,4W,138
2024-07-20,Bajaj,2W,273
2024-07-20,Hyundai,4W,132
2024-07-20,Toyota,4W,128
2024-07-20,Tata,4W,129
2024-07-20,Honda,4W,115
2024-07-20,TVS,2W,292
2024-07-20,Hero,2W,267
2024-07-21,Hero,2W,288
2024-07-21,Toyota,4W,150
2024-07-21,Mahindra,4W,148
2024-07-21,Honda,4W,129
2024-07-21,Bajaj,2W,265
2024-07-21,Kia,4W,126
2024-07-21,Tata,4W,125
2024-07-21,TVS,2W,289
2024-07-21,Maruti,4W,113
2024-07-22,Mahindra,4W,151
2024-07-22,Hero,2W,286
2024-07-22,Kia,4W,113
2024-07-22,TVS,2W,295
2024-07-22,Tata,4W,137
2024-07-23,Hero,2W,300
2024-07-23,Honda,4W,137
2024-07-23,Toyota,4W,148
2024-07-23,TVS,2W,277
2024-07-23,Hyundai,4W,148
2024-07-24,Hyundai,4W,137
2024-07-24,TVS,2W,290
2024-07-24,Toyota,4W,131
2024-07-24,Bajaj,2W,295
2024-07-24,Tata,4W,117
2024-07-24,Kia,4W,132
2024-07-24,Honda,4W,120
2024-07-24,Maruti,4W,133
2024-07-25,Bajaj,2W,287
2024-07-25,Toyota,4W,123
2024-07-25,Tata,4W,143
2024-07-25,Kia,4W,120
2024-07-25,Hero,2W,272
2024-07-25,Maruti,4W,142
2024-07-25,Honda,4W,111
2024-07-25,TVS,2W,293
2024-07-25,Mahindra,4W,138
